Data; Przewoznik; Czy_przesiadka; Cena; Godzina_odlotu; Kraj_odlotu; Miejsce_odlotu; Godzina_przylotu; Miejsce_przylotu
14/05/19; Ryanair; 0; 17.99; 50 Kr; Poland; kow KRK; 23:15; Wroclaw WRO FR8844
18/05/19; Ryanair; 0; 17.75; 50 Pr; Poland; gue PRG; 13:55; Prague PRG FR4070
07/06/19; Ryanair; 0; 17.99; 45 Gd; Poland; nsk GDN; 20:00; Krakow KRK FR4069
12/06/19; Ryanair; 0; 22.68; 00 Be; Poland; lin TXLBerlin (Tegel) TXL; 09:00; Berlin TXLBerlin (Tegel) TXL U25748
20/05/19; Ryanair; 0; 13.19; 15 Kr; Poland; kow KRK; 07:05; Gdansk GDN U25747
27/05/19; easyJet; 0; 2.34; 10 Ki; Poland; v IEVKiev (Zhuliany) IEV; 09:50; Kiev IEVKiev (Zhuliany) IEV W66294
06/06/19; easyJet; 1; 16.13; 05 Wr; claw WRO; 06:45; Krakow KRK W66293
06/06/19; Wizz Air; 1; 13.78; 07:05; Poland; Wroclaw WRO; 08:40; Belfast BFS
10/06/19; Wizz Air; 1; 22.48; 09:05; Poland; Belfast BFS; 12:45; Wroclaw WRO
09/05/19; Ryanair; 1; 13.08; 06:40; Wroclaw WRO; 17:05; Goteborg GOTGoteborg (Landvetter) GOT
09/05/19; Ryanair; 1; 23.57; 15:50; Poland; Gdansk GDN; 07:45; Gdansk GDN FR4105
15/05/19; Ryanair; 1; 8.85; 18:05; Poland; Goteborg GOTGoteborg (Landvetter) GOT; 19:35; Wroclaw WRO
28/05/19; Wizz Air; 1; 13.78; 18:10; Poznan POZ; 23:10; London STNLondon (Stansted) STN
28/05/19; Wizz Air; 1; 14.24; 22:35; Poland; Billund BLL; 19:30; Billund BLL FR2808
05/06/19; Ryanair; 1; 9.11; 05:55; Poland; London STNLondon (Stansted) STN; 09:00; Poznan POZ
26/05/19; Ryanair; 0; 12.86; 12:30; Poland; Warsaw WMIWarsaw (Modlin) WMI; 22:40; Milan BGYMilan (Bergamo) BGY
30/05/19; Ryanair; 0; 15.02; 15 Mi; Poland; an BGYMilan (Bergamo) BGY; 22:40; Milan BGYMilan (Bergamo) BGY FR4558
15/06/19; Ryanair; 0; 9.11; 40 Kr; Poland; kow KRK; 23:15; Warsaw WMIWarsaw (Modlin) WMI FR3898
19/06/19; Ryanair; 0; 13.48; 30 Lo; Poland; rdes LDELourdes-Tarbes LDE; 10:25; Lourdes LDELourdes-Tarbes LDE FR3035
26/05/19; Ryanair; 0; 14.99; 00 Kr; Poland; kow KRK; 23:15; Krakow KRK FR3036
30/05/19; Ryanair; 0; 22.68; 30 Br; Poland; ssels CRLBrussels (Charleroi) CRL; 17:00; Brussels CRLBrussels (Charleroi) CRL FR6729
14/05/19; Ryanair; 0; 14.99; 00 Po; Poland; nan POZ; 08:30; Krakow KRK FR6728
20/05/19; Ryanair; 0; 19.85; 50 Ba; Poland; celona GROBarcelona (Girona) GRO; 23:40; Barcelona GROBarcelona (Girona) GRO FR5123
28/05/19; Ryanair; 1; 17.99; 45 Wa; saw WAW; 19:30; Poznan POZ FR5122
28/05/19; Ryanair; 1; 19.85; 06:45; Poland; Warsaw WAW; 08:45; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL
05/06/19; Ryanair; 1; 17.99; 11:00; Poland; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 13:10; Warsaw WAW
05/06/19; Wizz Air; 1; 13.78; 11:50; Katowice KTW; 19:40; London STNLondon (Stansted) STN
05/06/19; easyJet; 1; 6.52; 18:30; Poland; Milan BGYMilan (Bergamo) BGY; 13:35; Milan BGYMilan (Bergamo) BGY W61131
12/06/19; Wizz Air; 1; 13.78; 11:20; Poland; London STNLondon (Stansted) STN; 14:35; Katowice KTW
08/10/19; Ryanair; 0; 7.01; 09:15; Poland; Warsaw WMIWarsaw (Modlin) WMI; 19:50; Warsaw WMIWarsaw (Modlin) WMI
15/10/19; Ryanair; 0; 17.33; 15 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 19:50; Warsaw WMIWarsaw (Modlin) WMI FR1055
01/10/19; Ryanair; 0; 9.11; 17:55; Poland; Brussels CRLBrussels (Charleroi) CRL; 11:20; Brussels CRLBrussels (Charleroi) CRL FR1058
08/10/19; Ryanair; 0; 9.99; 09:15; Poland; Krakow KRK; 11:05; Milan MXPMilan (Malpensa) MXP
01/10/19; Ryanair; 0; 9.11; 06:50; Poland; Milan MXPMilan (Malpensa) MXP; 08:40; Krakow KRK
08/10/19; Ryanair; 0; 9.99; 20:35; Poland; Krakow KRK; 22:45; Geneva GVA
28/06/19; easyJet; 0; 7.01; 18:00; Poland; Geneva GVA; 20:00; Krakow KRK
04/07/19; easyJet; 0; 15.25; 20:45; Poland; Krakow KRK; 22:35; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL
17/10/19; easyJet; 0; 4.67; 18:25; Poland; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 20:15; Krakow KRK
22/10/19; easyJet; 0; 19.16; 08:55; Poland; Warsaw WAW; 10:10; Berlin TXLBerlin (Tegel) TXL
09/05/19; easyJet; 0; 9.34; 08:10; Poland; Berlin TXLBerlin (Tegel) TXL; 09:20; Warsaw WAW
14/05/19; easyJet; 1; 14.94; 09:45; Krakow KRK; 12:00; Lyon LYS
14/05/19; easyJet; 1; 9.34; 15 Ly; Poland; n LYS; 12:00; Lyon LYS U24480
20/05/19; easyJet; 1; 16.13; 45 Gd; Poland; nsk GDN; 12:25; Krakow KRK U24479
26/05/19; easyJet; 0; 7.01; 30 Be; Poland; lin TXLBerlin (Tegel) TXL; 18:00; Berlin TXLBerlin (Tegel) TXL U25748
15/06/19; easyJet; 1; 19.18; 17:50; Oslo OSLOslo (Gardermoen) OSL; 09:15; Oslo OSLOslo (Gardermoen) OSL U25777
15/06/19; easyJet; 1; 2.34; 15 Wa; Poland; saw WAW; 19:20; Gdansk GDN W61784
20/06/19; easyJet; 1; 13.61; 40 Ge; Poland; eva GVA; 17:40; Geneva GVA U21342
23/05/19; Wizz Air; 1; 10.34; 45 Gd; nsk GDN; 19:55; Warsaw WAW U21341
23/05/19; easyJet; 1; 11.68; 07:45; Poland; Gdansk GDN; 18:45; Aarhus AAR
31/05/19; easyJet; 1; 16.50; 15 Aa; Poland; hus AAR; 18:45; Aarhus AAR U25677
21/05/19; easyJet; 1; 2.34; 45 Gd; nsk GDN; 21:20; Gdansk GDN FR1691
21/05/19; easyJet; 1; 18.15; 16:45; Poland; Gdansk GDN; 22:35; Vienna VIE
27/05/19; Ryanair; 1; 9.78; 50 Vi; Poland; nna VIE; 22:35; Vienna VIE U25851
14/06/19; easyJet; 0; 2.34; 45 Gd; Poland; nsk GDN; 15:10; Gdansk GDN W61782
18/06/19; easyJet; 1; 18.15; 12:55; Berlin TXLBerlin (Tegel) TXL; 09:00; Berlin TXLBerlin (Tegel) TXL U25748
18/06/19; Wizz Air; 1; 9.99; 05 Go; Poland; eborg GOTGoteborg (Landvetter) GOT; 14:15; Goteborg GOTGoteborg (Landvetter) GOT U25721
