,City_1,City_2,Avg_Price
4636,Barcelona BCN,Geneva GVA U21408,57.159375000000004
4637,Malaga AGP,Goteborg GOTGoteborg (Landvetter) GOT DY5058,54.69
4638,Kos KGS,Milan MXPMilan (Malpensa) MXP,57.53
4639,Madrid MAD,Nuernberg NUE,57.96
4640,Gdansk GDN,Oslo TRFOslo (Torp) TRF,32.40305953544552
4641,Oslo TRFOslo (Torp) TRF,Warsaw WAW,25.90867177469456
4642,Bordeaux BOD,Marseille MRS,21.00483072916667
4643,Shannon SNN,East Midla EMA,27.40386872991364
4644,Nantes NTE,Lille LIL,29.343233345861115
4645,Berlin SXFBerlin (Schonefeld) SXF,Liverpool LPL,46.60296162750342
4646,London STNLondon (Stansted) STN,Lodz LCJ,51.609471478174605
4647,Bydgoszcz BZG,Birmingham BHX,34.5611120290813
4648,Krakow KRK,Rimini RMI,35.96802156862745
4649,Athens ATH,Naples NAP,48.67940099873072
4650,Nantes NTE,Lyon LYS U24354,50.942869198312245
4651,Milan MXPMilan (Malpensa) MXP,London LGWLondon (Gatwick) LGW U28196,54.14799999999999
4652,Zadar ZAD,London STNLondon (Stansted) STN,55.630819473566945
4653,Toulouse TLS,Naples NAP V72542,54.8021875
4654,Krakow KRK,Dublin DUB,58.309277872544335
4655,London LGWLondon (Gatwick) LGW,Marseille MRS U28723,58.64399999999999
4656,London LGWLondon (Gatwick) LGW,Kefalonia EFL,109.25326551226551
4657,Birmingham BHX,Corfu CFU,77.904625
4658,Alicante ALC,London LGWLondon (Gatwick) LGW FR2714,71.68571428571428
4659,Farranfore KIR,Dublin DUB EI3205,108.43490195471978
4660,Palermo PMO,Heraklion HER,257.67339412997904
4661,London LGWLondon (Gatwick) LGW,Palma Mall PMI,69.73454545454547
4662,Budapest BUD,Cagliari CAG,138.24415384615384
4663,Wroclaw WRO,Manchester MAN,53.87950731981981
4664,London LTNLondon (Luton) LTN,Lyon LYS,68.02642372881357
4665,Corfu CFU,Berlin TXLBerlin (Tegel) TXL,54.40272727272727
4666,Alicante ALC,Milan MXPMilan (Malpensa) MXP,28.419999999999998
4667,Barcelona GROBarcelona (Girona) GRO,Bratislava BTS FR9026,80.26152173913044
4668,Corfu CFU,Rome FCORome (Fiumicino) FCO BV2423,246.5757142857143
4669,Lisbon LIS,Toulouse TLS FR1798,170.05
4670,Memmingen FMM,Warsaw WMIWarsaw (Modlin) WMI,37.48337623117623
4671,Pisa PSA,Berlin SXFBerlin (Schonefeld) SXF,36.236330682715774
4672,Berlin TXLBerlin (Tegel) TXL,Innsbruck INN,56.35653531624213
4673,Brussels BRU,Pisa PSA,43.52618964747129
4674,Rome FCORome (Fiumicino) FCO,Barcelona BCN,43.27388071895425
4675,Beziers BZR,Brussels CRLBrussels (Charleroi) CRL,48.041627373500575
4676,Split SPU,Newcastle NCL,41.834074074074074
4677,Berlin SXFBerlin (Schonefeld) SXF,Milan BGYMilan (Bergamo) BGY FR4734,46.79607142857142
4678,Gdansk GDN,Paris BVAParis (Beauvais) BVA,64.25064775082188
4679,Moscow VKOMoscow (Vnukovo) VKO,Sochi AER,50.857488963998804
4680,Kalamata KLX,Pisa PSA,50.626537162162165
4681,Dublin DUB,Rzeszow RZERzeszow-Jasionka RZE,52.826633893194014
4682,Porto OPO,Luxembourg LUX FR2862,48.85986892935983
4683,Dublin DUB,Gdansk GDN,56.28073008337192
4684,London LTNLondon (Luton) LTN,Glasgow GLA U269,68.26797619047619
4685,Lisbon LIS,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U27687,76.64535610403912
4686,Dublin DUB,Glasgow GLA FR5772,79.90495915707993
4687,Vienna VIE,Gdansk GDN W61782,86.00212946428573
4688,Katowice KTW,Dortmund DTM FR6892,83.88109445277361
4689,Zadar ZAD,Marseille MRS FR5176,96.04152784763406
4690,Rome FCORome (Fiumicino) FCO,Palermo PMO VY6152,139.77666666666667
4691,Catania CTA,Milan BGYMilan (Bergamo) BGY FR7452,142.885
4692,Lyon LYS,Budapest BUD U24343,194.2952272727273
4693,Kefalonia EFL,Rome FCORome (Fiumicino) FCO BV2453,307.08666666666664
4694,Budapest BUD,Catania CTA,128.83307951070336
4695,Eindhoven EIN,Krakow KRK,81.17500997744229
4696,Genova GOA,Santorini JTR,247.40130434782606
4697,Ibiza IBZ,London LTNLondon (Luton) LTN,52.05
4698,Bari BRI,Wroclaw WRO,56.53
4699,Mikonos JMK,Manchester MAN,49.42944444444444
4700,Palermo PMO,Milan MXPMilan (Malpensa) MXP,24.13268292682927
4701,Heraklion HER,Stockholm ARNStockholm (Arlanda) ARN DY4404,155.26
4702,Bilbao BIO,Bristol BRS U26242,59.38333333333333
4703,Porto OPO,Toulouse TLS,30.8706810968991
4704,Olbia OLB,Manchester MAN,31.11116666666666
4705,Zadar ZAD,Stuttgart STR,39.43683869740158
4706,London LGWLondon (Gatwick) LGW,Vienna VIE,69.87930564113131
4707,Hanover HAJ,Dubrovnik DBV,74.97666666666667
4708,Berlin SXFBerlin (Schonefeld) SXF,Dublin DUB,63.98880238130272
4709,Split SPU,Palermo PMO,52.0
4710,Poitiers PIS,London STNLondon (Stansted) STN FR8475,54.27662399764627
4711,Vienna VIE,Samos SMI,59.98000000000001
4712,Copenhagen CPH,Paris CDGParis (Charles de Gaulle) CDG U23828,78.27428571428571
4713,Molde MOL,Oslo OSLOslo (Gardermoen) OSL,85.2
4714,Innsbruck INN,Manchester MAN U21862,90.64723676890384
4715,Brussels BRU,Berlin SXFBerlin (Schonefeld) SXF FR163,97.39572196133524
4716,Faro FAO,Vienna VIE OE2365,105.73007407407405
4717,Oslo OSLOslo (Gardermoen) OSL,Pula PUY,127.85630898743892
4718,Antwerp ANRAntwerp-Deurne ANR,Split SPU TB2911,631.9993764478072
4719,London STNLondon (Stansted) STN,Milan MXPMilan (Malpensa) MXP,46.673102487355806
4720,Berlin TXLBerlin (Tegel) TXL,Rome FCORome (Fiumicino) FCO,120.04777777777778
4721,Vilnius VNO,Milan BGYMilan (Bergamo) BGY,63.354441860465116
4722,Barcelona BCN,Lisbon LIS,413.32653386454155
4723,Vienna VIE,Kos KGS OE604,174.29282608695652
4724,Bergen BGO,Antalya AYT DY1282,686.2725
4725,Kos KGS,Brussels BRU,79.98
4726,Cagliari CAG,Barcelona GROBarcelona (Girona) GRO,100.66209379941986
4727,Brussels CRLBrussels (Charleroi) CRL,Warsaw WMIWarsaw (Modlin) WMI,51.55089824938655
4728,East Midla EMA,Limoges LIG,31.961754385964912
4729,London LTNLondon (Luton) LTN,Berlin SXFBerlin (Schonefeld) SXF,34.503576174852526
4730,Wroclaw WRO,London STNLondon (Stansted) STN,43.0048179476469
4731,Verona VRN,London LTNLondon (Luton) LTN,34.893750000000004
4732,Rhodes RHO,Thessaloni SKG,52.42503533568902
4733,Porto OPO,Toulouse TLS FR1989,54.247378516624046
4734,Palma Mall PMI,Copenhagen CPH,54.471785417945384
4735,Palma Mall PMI,Edinburgh EDI FR6657,58.2
4736,Lisbon LIS,Lyon LYS U24434,62.39941413483736
4737,London STNLondon (Stansted) STN,Kalamata KLX,92.70822222222222
4738,Newcastle NCL,Dublin DUB FR173,73.72200000000001
4739,Warsaw WMIWarsaw (Modlin) WMI,Porto OPO,91.71541835170126
4740,Brussels BRU,Barcelona GROBarcelona (Girona) GRO FR5233,81.09991929950665
4741,Bordeaux BOD,Hamburg HAM U21763,81.95
4742,Lisbon LIS,Paris BVAParis (Beauvais) BVA FR1083,95.56426240437159
4743,Copenhagen CPH,Berlin TXLBerlin (Tegel) TXL U25684,100.60643724880349
4744,Corfu CFU,East Midla EMA FR3853,100.6325
4745,Genova GOA,Moscow VKOMoscow (Vnukovo) VKO,121.23043450308514
4746,Faro FAO,London STNLondon (Stansted) STN LS1440,108.15033950617284
4747,Thessaloni SKG,Manchester MAN U21840,102.40928006142039
4748,Rhodes RHO,Bristol BRS MT1521,153.2
4749,Brussels BRU,Riga RIX BT602,367.37448914523554
4750,Bratislava BTS,Athens ATH,92.52999999999999
4751,Malta MLA,Athens ATH,70.90857142857143
4752,Pisa PSA,Valencia VLC,136.06
4753,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Ibiza IBZ,43.01285714285714
4754,Stuttgart STR,Thessaloni SKG,144.82
4755,Barcelona BCN,Venice VCEVenice (Marco Polo) VCE,33.98
4756,Palma Mall PMI,Duesseldor DUS OE301,74.33
4757,Nice NCE,Nantes NTE U21673,51.53
4758,Brindisi BDS,Rome FCORome (Fiumicino) FCO FR7104,133.63
4759,Cagliari CAG,Karlsruhe FKBKarlsruhe-Baden Baden FKB,25.98
4760,Barcelona BCN,London STNLondon (Stansted) STN,222.65
4761,Milan MXPMilan (Malpensa) MXP,Madrid MAD,55.23863696935941
4762,Stuttgart STR,Zadar ZAD OE5959,30.27
4763,Pescara PSR,Barcelona GROBarcelona (Girona) GRO,31.364615384615387
4764,Berlin SXFBerlin (Schonefeld) SXF,London STNLondon (Stansted) STN,46.26278220993269
4765,Birmingham BHX,Dublin DUB,58.18924441206151
4766,Berlin TXLBerlin (Tegel) TXL,Vienna VIE U25843,33.872621951219514
4767,Newcastle NCL,Gdansk GDN,34.468333333333334
4768,Brussels CRLBrussels (Charleroi) CRL,Figari FSC,37.980000000000004
4769,Lisbon LIS,Bristol BRS,41.992048295454545
4770,London LGWLondon (Gatwick) LGW,Duesseldor DUS,46.805
4771,Berlin TXLBerlin (Tegel) TXL,Kefalonia EFL,91.55674576841723
4772,London STNLondon (Stansted) STN,Hamburg HAM FR1518,54.07558897243107
4773,Berlin SXFBerlin (Schonefeld) SXF,Madrid MAD FR2527,64.54258741258741
4774,Athens ATH,Vilnius VNO W68040,87.01083333333334
4775,Farranfore KIR,Frankfurt HHNFrankfurt (Hahn) HHN FR5706,121.97333333333333
4776,Dubrovnik DBV,Paris ORYParis (Orly) ORY TO4201,133.79250000000002
4777,Paris CDGParis (Charles de Gaulle) CDG,Budapest BUD U23853,188.9240376984127
4778,Geneva GVA,Liverpool LPL,66.45907756050204
4779,Bremen BRE,Palma Mall PMI,67.14181818181818
4780,Barcelona BCN,London LTNLondon (Luton) LTN,67.60499999999999
4781,Palma Mall PMI,London LGWLondon (Gatwick) LGW U28620,82.40368421052631
4782,Ibiza IBZ,Naples NAP,21.099999999999998
4783,Madrid MAD,Oslo OSLOslo (Gardermoen) OSL,77.64
4784,Palma Mall PMI,Bournemout BOH FR5943,64.228
4785,Shannon SNN,London STNLondon (Stansted) STN FR1 2,78.04
4786,Bratislava BTS,Manchester MAN,149.81653846153844
4787,Lisbon LIS,Lourdes LDELourdes-Tarbes LDE,37.01437041154509
4788,Faro FAO,Porto OPO,37.46486556964055
4789,London STNLondon (Stansted) STN,Billund BLL FR5172,47.081119119725415
4790,Rhodes RHO,Milan MXPMilan (Malpensa) MXP,52.74324561403509
4791,Lodz LCJ,Athens ATH,58.9334418078552
4792,Berlin TXLBerlin (Tegel) TXL,Milan MXPMilan (Malpensa) MXP U25883,58.80717010631645
4793,Copenhagen CPH,London STNLondon (Stansted) STN FR7383,64.67496755160572
4794,London STNLondon (Stansted) STN,Madrid MAD FR5996,65.19622093023256
4795,Corfu CFU,Warsaw WMIWarsaw (Modlin) WMI,65.04273333333333
4796,Faro FAO,Shannon SNN,72.36570175438597
4797,Brussels BRU,Madrid MAD FR2947,72.45032065017242
4798,Lisbon LIS,Wroclaw WRO,78.7885
4799,Dubrovnik DBV,Dublin DUB,94.68926806850067
4800,Copenhagen CPH,Prague PRG DY3580,255.92599865047237
4801,Budapest BUD,Naples NAP,134.86266666666666
4802,Malta MLA,Oslo OSLOslo (Gardermoen) OSL,314.12234139554795
4803,Cologne CGNCologne-Bonn CGN,Rome CIARome (Ciampino) CIA,140.75375000000003
4804,Athens ATH,Venice VCEVenice (Marco Polo) VCE V71491,111.97666666666667
4805,Ibiza IBZ,Venice VCEVenice (Marco Polo) VCE,18.416596858638737
4806,London STNLondon (Stansted) STN,Belfast BFS U2251,61.04680851063829
4807,Chania CHQ,Leeds LBA,65.13692307692308
4808,Katowice KTW,Bari BRI,80.38363636363636
4809,Venice TSFVenice (Treviso) TSF,Stuttgart STR,19.98000000000001
4810,Milan MXPMilan (Malpensa) MXP,Bordeaux BOD,39.970577820028595
4811,Brussels CRLBrussels (Charleroi) CRL,Madrid MAD,39.48424747812799
4812,Naples NAP,Milan MXPMilan (Malpensa) MXP U22890,41.078740972556574
4813,Katowice KTW,Bologna BLQ,58.00759040404041
4814,Toulouse TLS,Berlin SXFBerlin (Schonefeld) SXF FR2034,54.915263536866355
4815,Athens ATH,Naples NAP U24824,75.46137316561845
4816,Vienna VIE,Porto OPO,81.96168838814425
4817,Warsaw WMIWarsaw (Modlin) WMI,Bologna BLQ FR5718,66.63815466101696
4818,Dublin DUB,Liverpool LPL FR446,63.89245689655172
4819,Gdansk GDN,Milan BGYMilan (Bergamo) BGY W61681,70.74851630434782
4820,Dublin DUB,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL FR7356,81.03214070303514
4821,Bordeaux BOD,Dubrovnik DBV V72246,86.28857142857144
4822,Athens ATH,Vilnius VNO FR4978,89.64434883373207
4823,Oslo OSLOslo (Gardermoen) OSL,Copenhagen CPH,93.67756818375884
4824,Porto OPO,London STNLondon (Stansted) STN FR8344,96.3393379395448
4825,Oslo OSLOslo (Gardermoen) OSL,London LTNLondon (Luton) LTN W68110,101.77269466042705
4826,Dubrovnik DBV,Lyon LYS U24392,103.63939435336978
4827,Zadar ZAD,Hamburg HAM FR5397,120.49712536342238
4828,Split SPU,Amsterdam AMS U27998,130.9274499933546
4829,Split SPU,Oslo OSLOslo (Gardermoen) OSL,198.67179871213224
4830,Pisa PSA,Paris BVAParis (Beauvais) BVA,111.8327337866491
4831,Budapest BUD,London STNLondon (Stansted) STN,157.18878921568626
4832,Ibiza IBZ,Lyon LYS,49.43235294117647
4833,Athens ATH,Memmingen FMM,52.25223946784922
4834,Barcelona BCN,Berlin SXFBerlin (Schonefeld) SXF FR149,87.26560606060607
4835,Santorini JTR,Venice VCEVenice (Marco Polo) VCE V71857,158.29166666666666
4836,Zadar ZAD,Cologne CGNCologne-Bonn CGN EW975,147.96
4837,Malaga AGP,London LGWLondon (Gatwick) LGW U28602,89.81
4838,Milan MXPMilan (Malpensa) MXP,Barcelona BCN,50.237008516773585
4839,Toulouse TLS,Milan MXPMilan (Malpensa) MXP,37.435899482205144
4840,Pisa PSA,Barcelona GROBarcelona (Girona) GRO,82.56290399537569
4841,Gdansk GDN,Oslo OSLOslo (Gardermoen) OSL W61783,33.92473214285714
4842,Brussels CRLBrussels (Charleroi) CRL,Bergerac EGC,38.302184350803486
4843,Pula PUY,Berlin SXFBerlin (Schonefeld) SXF,40.432857142857145
4844,Porto OPO,Poitiers PIS FR7464,44.04
4845,Palma Mall PMI,London STNLondon (Stansted) STN FR1203,50.99754545454545
4846,Brussels CRLBrussels (Charleroi) CRL,Dublin DUB,60.85331646839216
4847,Hamburg HAM,Manchester MAN U21842,53.8059520123839
4848,Berlin TXLBerlin (Tegel) TXL,Copenhagen CPH U25681,60.331863507779346
4849,Brussels BRU,Milan MXPMilan (Malpensa) MXP FR2963,66.95118578349758
4850,Warsaw WMIWarsaw (Modlin) WMI,Brussels CRLBrussels (Charleroi) CRL FR1056,68.6975
4851,Dublin DUB,Manchester MAN EI3326,66.93542857142856
4852,Vienna VIE,Chania CHQ,127.2400029154519
4853,Split SPU,Katowice KTW,83.14864420062696
4854,Warsaw WAW,London LTNLondon (Luton) LTN W61307,88.13499999999999
4855,Moscow VKOMoscow (Vnukovo) VKO,Milan BGYMilan (Bergamo) BGY,102.42076136363639
4856,Lisbon LIS,Bristol BRS U26254,119.89199604743081
4857,Split SPU,Duesseldor DUS EW9961,128.1266666666667
4858,Athens ATH,London LTNLondon (Luton) LTN FR7806,122.4390726279388
4859,Corfu CFU,Berlin SXFBerlin (Schonefeld) SXF U24732,145.46876946076915
4860,Bristol BRS,Rome FCORome (Fiumicino) FCO U26185,187.4267538688283
4861,London LTNLondon (Luton) LTN,Warsaw WAW,84.2995238095238
4862,London LTNLondon (Luton) LTN,Wroclaw WRO,79.54541666666667
4863,Bratislava BTS,Thessaloni SKG,123.44728260869564
4864,Moscow VKOMoscow (Vnukovo) VKO,Venice TSFVenice (Treviso) TSF,146.39263157894737
4865,Corfu CFU,London STNLondon (Stansted) STN,64.61325000000001
4866,Venice VCEVenice (Marco Polo) VCE,Bari BRI V71234,49.95615384615384
4867,Palma Mall PMI,Hamburg HAM FR7197,77.37578947368422
4868,Kalamata KLX,London LGWLondon (Gatwick) LGW U28382,202.43
4869,Milan MXPMilan (Malpensa) MXP,Alicante ALC,56.7092380952381
4870,Porto OPO,Bordeaux BOD,29.534065366558323
4871,London LTNLondon (Luton) LTN,Nantes NTE,48.57935183147695
4872,Nantes NTE,East Midla EMA,31.91894444444445
4873,Manchester MAN,Shannon SNN,55.47459661431664
4874,Cologne CGNCologne-Bonn CGN,Palma Mall PMI FR8664,36.52945419103314
4875,Moscow VKOMoscow (Vnukovo) VKO,St Petersb LED,44.476293907763235
4876,Catania CTA,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21230,44.69
4877,Madrid MAD,Copenhagen CPH,63.74090730986798
4878,Carcassonn CCF,Dublin DUB,54.658391626068564
4879,Milan MXPMilan (Malpensa) MXP,London LTNLondon (Luton) LTN U22284,52.69249707014253
4880,London LTNLondon (Luton) LTN,Venice VCEVenice (Marco Polo) VCE U22191,58.90724137931034
4881,Milan BGYMilan (Bergamo) BGY,London STNLondon (Stansted) STN FR4191,59.33652217169714
4882,Dortmund DTM,Gdansk GDN W61662,66.97553551912569
4883,Poznan POZ,Corfu CFU,111.31925342827003
4884,Oslo TRFOslo (Torp) TRF,Krakow KRK FR8507,73.24021838201975
4885,Bordeaux BOD,Malaga AGP FR5089,80.73806451612903
4886,Vienna VIE,London LTNLondon (Luton) LTN U22464,85.92593460163981
4887,Athens ATH,Dublin DUB,86.96773886163062
4888,Brussels CRLBrussels (Charleroi) CRL,Rijeka RJK,98.15994557455402
4889,Shannon SNN,London LGWLondon (Gatwick) LGW FR1182,103.96577840112201
4890,Dubrovnik DBV,Prague PRG QS1085,475.235797471979
4891,Berlin SXFBerlin (Schonefeld) SXF,Faro FAO,73.3415463505371
4892,Berlin TXLBerlin (Tegel) TXL,Catania CTA U25693,106.15452054794521
4893,Warsaw WMIWarsaw (Modlin) WMI,Rome CIARome (Ciampino) CIA FR7026,73.22222222222221
4894,Bristol BRS,Brindisi BDS,34.35666666666667
4895,Cologne CGNCologne-Bonn CGN,Rome FCORome (Fiumicino) FCO EW886,132.03923076923076
4896,London LTNLondon (Luton) LTN,Nimes FNI,21.29999959957761
4897,Milan MXPMilan (Malpensa) MXP,London LTNLondon (Luton) LTN,46.774581605072605
4898,London STNLondon (Stansted) STN,Aarhus AAR,51.410207800516076
4899,Leeds LBA,Wroclaw WRO,33.14125000000001
4900,Berlin TXLBerlin (Tegel) TXL,Oslo OSLOslo (Gardermoen) OSL U25779,33.295833333333334
4901,Liverpool LPL,Warsaw WMIWarsaw (Modlin) WMI,36.01375
4902,Venice VCEVenice (Marco Polo) VCE,Naples NAP U2990,39.81241830065359
4903,Zadar ZAD,Milan BGYMilan (Bergamo) BGY,37.789547438109736
4904,London LTNLondon (Luton) LTN,Faro FAO,67.71738182864213
4905,Bologna BLQ,Vienna VIE OE1303,47.70027931034483
4906,Bologna BLQ,Corfu CFU,66.55449973289504
4907,Bordeaux BOD,Palma Mall PMI U27455,52.443749999999994
4908,London LTNLondon (Luton) LTN,Mikonos JMK,62.35802645561486
4909,Venice VCEVenice (Marco Polo) VCE,Berlin TXLBerlin (Tegel) TXL U24654,57.16002262897926
4910,London SENLondon (Southend) SEN,Corfu CFU,77.46033432835821
4911,Vienna VIE,Marrakech RAK OE630,62.091875
4912,Palma Mall PMI,Berlin TXLBerlin (Tegel) TXL FR277,59.33074287501114
4913,Faro FAO,Farranfore KIR,67.9039819004525
4914,Aarhus AAR,London STNLondon (Stansted) STN FR713,72.88952986413457
4915,Bordeaux BOD,Krakow KRK FR7259,77.12177548682703
4916,Zadar ZAD,Frankfurt FRA FR4169,105.52568460891504
4917,Kos KGS,Duesseldor DUS OE191,133.584
4918,Bergen BGO,Copenhagen CPH DY3271,138.62938003742084
4919,Manchester MAN,Riga RIX FR4096,141.2132446560197
4920,Moscow VKOMoscow (Vnukovo) VKO,Bari BRI DP911,202.9902783037275
4921,Budapest BUD,Paris CDGParis (Charles de Gaulle) CDG,182.11138886921623
4922,Barcelona BCN,Dublin DUB,121.4513136368568
4923,Paris ORYParis (Orly) ORY,Bergen BGO,132.61290446841295
4924,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Dubrovnik DBV,59.046054435483875
4925,Riga RIX,Frankfurt HHNFrankfurt (Hahn) HHN,132.25850000000003
4926,Barcelona BCN,Naples NAP,32.216257309941525
4927,Palma Mall PMI,Naples NAP,30.289655172413795
4928,Mikonos JMK,Bordeaux BOD,75.6389544235925
4929,Brussels BRU,Antalya AYT TB6578,248.82
4930,Santorini JTR,Vienna VIE OE571,133.10314814814814
4931,Barcelona BCN,Rome FCORome (Fiumicino) FCO,33.980000000000004
4932,Salzburg SZG,Rotterdam RTM HV5714,117.75860465116278
4933,Heraklion HER,Cologne CGNCologne-Bonn CGN EW677,134.25944444444443
4934,Palma Mall PMI,London STNLondon (Stansted) STN FR8387,61.15
4935,Stuttgart STR,Berlin TXLBerlin (Tegel) TXL EW2000,137.42333333333332
4936,Palma Mall PMI,Eindhoven EIN FR3531,55.81
4937,Milan BGYMilan (Bergamo) BGY,Copenhagen CPH FR2992,44.016666666666666
4938,Milan BGYMilan (Bergamo) BGY,Oslo TRFOslo (Torp) TRF FR4557,38.681607142857146
4939,Krakow KRK,Lyon LYS,55.52987327600487
4940,Vienna VIE,Muenster FMOMuenster-Osnabrueck FMO,42.42
4941,Berlin TXLBerlin (Tegel) TXL,Duesseldor DUS U25503,43.0
4942,Vienna VIE,Liverpool LPL,47.70278320785454
4943,Innsbruck INN,London LGWLondon (Gatwick) LGW,49.065832424991584
4944,Manchester MAN,Preveza PVKPreveza-Lefkas PVK,120.61622340425531
4945,London LGWLondon (Gatwick) LGW,Split SPU,85.01727733592713
4946,Birmingham BHX,Dublin DUB FR663,66.5554078249337
4947,Porto OPO,Eindhoven EIN FR7472,78.967912482066
4948,Lisbon LIS,Bordeaux BOD FR2180,106.70741252976737
4949,Lisbon LIS,Marseille MRS FR2077,113.68163955026455
4950,Porto OPO,Frankfurt FRA FR1537,130.5227251908397
4951,Warsaw WAW,Catania CTA W61453,190.5279368131868
4952,St Petersb LED,Malta MLA KM569,381.5965714988775
4953,Alicante ALC,Antwerp ANRAntwerp-Deurne ANR,389.50329416596014
4954,Stockholm NYOStockholm (Skavsta) NYO,Brussels CRLBrussels (Charleroi) CRL,43.74164257878705
4955,Berlin TXLBerlin (Tegel) TXL,Alicante ALC,92.00000000000001
4956,Paris CDGParis (Charles de Gaulle) CDG,Nice NCE U23993,70.42074074074075
4957,Palma Mall PMI,Brussels CRLBrussels (Charleroi) CRL FR9338,58.23857142857143
4958,Liverpool LPL,Venice VCEVenice (Marco Polo) VCE,31.781538461538464
4959,Faro FAO,Liverpool LPL FR4032,124.60000000000001
4960,Palma Mall PMI,Nuernberg NUE OE5401,56.045
4961,Dublin DUB,Birmingham BHX EI272,100.03142857142856
4962,Barcelona BCN,Milan BGYMilan (Bergamo) BGY FR6296,60.126666666666665
4963,London STNLondon (Stansted) ST^,Split SPU,74.12
4964,London STNLondon (Stansted) STN,Bologna BLQ FR194,45.039727272727276
4965,Lisbon LIS,Paris CDGParis (Charles de Gaulle) CDG,38.40876876876879
4966,Milan BGYMilan (Bergamo) BGY,Copenhagen CPH,51.909423085605184
4967,Gdansk GDN,Stockholm NYOStockholm (Skavsta) NYO FR8319,42.907288819875774
4968,Sevilla SVQ,Brussels CRLBrussels (Charleroi) CRL,45.521
4969,Malaga AGP,Bordeaux BOD FR5088,46.57666666666667
4970,Copenhagen CPH,Sevilla SVQ,46.99371264367816
4971,Brussels CRLBrussels (Charleroi) CRL,Biarritz BIQ FR5331,53.38666666666666
4972,Brussels CRLBrussels (Charleroi) CRL,Stockholm NYOStockholm (Skavsta) NYO FR9565,57.19568937445272
4973,Gdansk GDN,Belfast BFS FR3026,74.55859961100305
4974,Vienna VIE,Pisa PSA OE530,55.421620826491505
4975,Brussels BRU,Nice NCE U21646,73.6740350877193
4976,Dublin DUB,Manchester MAN FR554,77.87243409839351
4977,Krakow KRK,Belfast BFS FR1117,81.55124999999998
4978,Lisbon LIS,Dublin DUB FR7329,108.75759821428571
4979,Vienna VIE,Berlin TXLBerlin (Tegel) TXL U25846,99.18194263175826
4980,Corfu CFU,Berlin TXLBerlin (Tegel) TXL FR268,156.66752107587317
4981,Graz GRZ,Palma Mall PMI EW6871,169.6654207263693
4982,Heraklion HER,Eindhoven EIN HV5910,297.93333333333334
4983,Billund BLL,Alicante ALC FR9067,473.657479224604
4984,Stockholm NYOStockholm (Skavsta) NYO,Rijeka RJK,90.55859365466748
4985,London SENLondon (Southend) SEN,Ibiza IBZ,68.77304521276596
4986,Nantes NTE,Sevilla SVQ,43.32125
4987,Goteborg GOTGoteborg (Landvetter) GOT,Gdansk GDN,34.161249999999995
4988,Corfu CFU,Cologne CGNCologne-Bonn CGN FR8055,93.1233962264151
4989,Ibiza IBZ,Bristol BRS U26088,32.093624161073826
4990,Dublin DUB,Vienna VIE EI660,102.6
4991,Skiathos JSI,Venice VCEVenice (Marco Polo) VCE V71453,151.32999999999998
4992,Madrid MAD,Dubrovnik DBV,103.67380952380952
4993,Faro FAO,Paris CDGParis (Charles de Gaulle) CDG,35.889999999999986
4994,Porto OPO,Brest BES,36.65673212882953
4995,Genova GOA,Corfu CFU,45.71578947368421
4996,Krakow KRK,Paris BVAParis (Beauvais) BVA,46.88346970453085
4997,Copenhagen CPH,Paris CDGParis (Charles de Gaulle) CDG,46.78253000237851
4998,Barcelona BCN,Geneva GVA U21406,54.579722222222216
4999,Kazan KZN,Moscow VKOMoscow (Vnukovo) VKO,51.23736206896552
5000,Dublin DUB,Malaga AGP,60.57333333333333
5001,Marseille MRS,Venice VCEVenice (Marco Polo) VCE U23316,68.59
5002,Faro FAO,Milan BGYMilan (Bergamo) BGY FR3157,81.28727272727272
5003,Billund BLL,Manchester MAN FR2801,80.46669003743683
5004,Zadar ZAD,London LGWLondon (Gatwick) LGW U28342,82.92640296577196
5005,Madrid MAD,Milan BGYMilan (Bergamo) BGY FR5493,78.68568181818182
5006,Moscow VKOMoscow (Vnukovo) VKO,Barcelona GROBarcelona (Girona) GRO,164.0092902117917
5007,Bristol BRS,Bodrum BJV MT626,180.2377049180328
5008,Split SPU,Palermo PMO V71837,226.16598142103945
5009,Porto OPO,Barcelona BCN FR4586,285.65350828423993
5010,Geneva GVA,Dubrovnik DBV,103.91653897849463
5011,Prague PRG,London SENLondon (Southend) SEN,60.71149586125344
5012,Geneva GVA,Paris ORYParis (Orly) ORY,73.34747763864043
5013,Bristol BRS,Warsaw WMIWarsaw (Modlin) WMI,56.73390756302521
5014,Stockholm NYOStockholm (Skavsta) NYO,London STNLondon (Stansted) STN,35.1465
5015,Preveza PVKPreveza-Lefkas PVK,Venice VCEVenice (Marco Polo) VCE V71369,142.16392857142858
5016,Milan BGYMilan (Bergamo) BGY,Sofia SOF W64352,54.96999999999999
5017,Sevilla SVQ,Fez FEZ FR1186,37.396
5018,Alicante ALC,Warsaw WAW W61488,73.535
5019,Duesseldor DUS,Berlin TXLBerlin (Tegel) TXL EW9040,134.67333333333332
